epoch,param_name,mean,variance
8,fc.0.bias,0.14097893238067627,0.025724630802869797
8,fc.3.weight,0.18857964873313904,0.05742531269788742
8,fc.3.bias,0.215116947889328,0.0
9,lstm.weight_ih_l0,0.04640230908989906,0.011636998504400253
9,lstm.weight_hh_l0,-0.0019093608716502786,0.004742437042295933
9,lstm.bias_ih_l0,-0.02113533951342106,0.005817843601107597
9,lstm.bias_hh_l0,-0.015297511592507362,0.005352219566702843
9,lstm.weight_ih_l1,0.009313380345702171,0.012744416482746601
9,lstm.weight_hh_l1,0.0010109007125720382,0.005374998319894075
9,lstm.bias_ih_l1,0.014958838932216167,0.006665131077170372
9,lstm.bias_hh_l1,0.011416682973504066,0.006738812662661076
9,fc.0.weight,0.043047066777944565,0.060897428542375565
9,fc.0.bias,0.14866439998149872,0.025522848591208458
9,fc.3.weight,0.19430109858512878,0.05638536810874939
9,fc.3.bias,0.24257977306842804,0.0
10,lstm.weight_ih_l0,0.044862762093544006,0.011934202164411545
10,lstm.weight_hh_l0,-0.002044256078079343,0.004717206582427025
10,lstm.bias_ih_l0,-0.02290664054453373,0.0058554369024932384
10,lstm.bias_hh_l0,-0.01706668734550476,0.005325481295585632
10,lstm.weight_ih_l1,0.009266018867492676,0.012980706058442593
10,lstm.weight_hh_l1,0.0006316748913377523,0.005361531861126423
10,lstm.bias_ih_l1,0.013324137777090073,0.006832440383732319
10,lstm.bias_hh_l1,0.009783772751688957,0.006918520666658878
10,fc.0.weight,0.04386947304010391,0.061687156558036804
10,fc.0.bias,0.15440966188907623,0.026936881244182587
10,fc.3.weight,0.1981043815612793,0.05595625191926956
10,fc.3.bias,0.2726914584636688,0.0
11,lstm.weight_ih_l0,0.04536105692386627,0.012286964803934097
11,lstm.weight_hh_l0,-0.0020059950184077024,0.0047305310145020485
11,lstm.bias_ih_l0,-0.024509135633707047,0.005975103937089443
11,lstm.bias_hh_l0,-0.018671654164791107,0.0055552078410983086
11,lstm.weight_ih_l1,0.008987931534647942,0.013356220908463001
11,lstm.weight_hh_l1,0.000445103389210999,0.00531107559800148
11,lstm.bias_ih_l1,0.012140044942498207,0.00688040629029274
11,lstm.bias_hh_l1,0.008598723448812962,0.006971051916480064
11,fc.0.weight,0.0440744049847126,0.0623650923371315
11,fc.0.bias,0.15592463314533234,0.02782864309847355
11,fc.3.weight,0.20064640045166016,0.05596988648176193
11,fc.3.bias,0.3086400628089905,0.0
12,lstm.weight_ih_l0,0.04554162919521332,0.012076161801815033
12,lstm.weight_hh_l0,-0.0020987666212022305,0.004685277119278908
12,lstm.bias_ih_l0,-0.02663271501660347,0.006037600804120302
12,lstm.bias_hh_l0,-0.020797794684767723,0.005686276126652956
12,lstm.weight_ih_l1,0.009430864825844765,0.0135998809710145
12,lstm.weight_hh_l1,0.0006331832846626639,0.005300771910697222
12,lstm.bias_ih_l1,0.012567592784762383,0.00695616751909256
12,lstm.bias_hh_l1,0.009022464044392109,0.0070638470351696014
12,fc.0.weight,0.046073175966739655,0.06367983669042587
12,fc.0.bias,0.16599133610725403,0.027837496250867844
12,fc.3.weight,0.2087027132511139,0.0544862225651741
12,fc.3.bias,0.34653252363204956,0.0
13,lstm.weight_ih_l0,0.04567001760005951,0.012516921386122704
13,lstm.weight_hh_l0,-0.0021107825450599194,0.004743384197354317
13,lstm.bias_ih_l0,-0.027125626802444458,0.006124783772975206
13,lstm.bias_hh_l0,-0.021293846890330315,0.00574096105992794
13,lstm.weight_ih_l1,0.009680137038230896,0.013742117211222649
13,lstm.weight_hh_l1,0.0003511674585752189,0.00529442448168993
13,lstm.bias_ih_l1,0.010595852509140968,0.00693702744320035
13,lstm.bias_hh_l1,0.007044115569442511,0.0070853522047400475
13,fc.0.weight,0.04635962098836899,0.06430278718471527
13,fc.0.bias,0.16793882846832275,0.02864542230963707
13,fc.3.weight,0.21168449521064758,0.05386572331190109
13,fc.3.bias,0.3869108557701111,0.0
14,lstm.weight_ih_l0,0.04534365236759186,0.012709301896393299
14,lstm.weight_hh_l0,-0.0021510643418878317,0.004779081791639328
14,lstm.bias_ih_l0,-0.029373284429311752,0.006249579600989819
14,lstm.bias_hh_l0,-0.023545734584331512,0.006001049652695656
14,lstm.weight_ih_l1,0.009887922555208206,0.01390976645052433
14,lstm.weight_hh_l1,0.0003306588623672724,0.005324908997863531
14,lstm.bias_ih_l1,0.010392151772975922,0.007104669697582722
14,lstm.bias_hh_l1,0.00683166878297925,0.007253490854054689
14,fc.0.weight,0.04642144590616226,0.06431946158409119
14,fc.0.bias,0.16912224888801575,0.029224149882793427
14,fc.3.weight,0.21290086209774017,0.05347096547484398
14,fc.3.bias,0.4345051348209381,0.0
15,lstm.weight_ih_l0,0.04526103287935257,0.012995166704058647
15,lstm.weight_hh_l0,-0.0020930832251906395,0.0046999817714095116
15,lstm.bias_ih_l0,-0.029462691396474838,0.0062764231115579605
15,lstm.bias_hh_l0,-0.023639261722564697,0.005982381757348776
15,lstm.weight_ih_l1,0.00997152365744114,0.01410531997680664
15,lstm.weight_hh_l1,0.0003245524421799928,0.005319871008396149
15,lstm.bias_ih_l1,0.010170536115765572,0.007180617656558752
15,lstm.bias_hh_l1,0.006599959451705217,0.007344227749854326
15,fc.0.weight,0.04654025286436081,0.06421414017677307
15,fc.0.bias,0.17026466131210327,0.029403764754533768
15,fc.3.weight,0.21318787336349487,0.05326346307992935
15,fc.3.bias,0.4871833324432373,0.0
16,lstm.weight_ih_l0,0.045209966599941254,0.013158107176423073
16,lstm.weight_hh_l0,-0.002113461960107088,0.004654533229768276
16,lstm.bias_ih_l0,-0.029453538358211517,0.006374659948050976
16,lstm.bias_hh_l0,-0.023633064702153206,0.006143148988485336
16,lstm.weight_ih_l1,0.010153785347938538,0.014386815018951893
16,lstm.weight_hh_l1,0.0004862940404564142,0.00526539608836174
16,lstm.bias_ih_l1,0.010255247354507446,0.007117595989257097
16,lstm.bias_hh_l1,0.0066793193109333515,0.007285738829523325
16,fc.0.weight,0.046621352434158325,0.06427273899316788
16,fc.0.bias,0.17062528431415558,0.029392199590802193
16,fc.3.weight,0.21348018944263458,0.05325052887201309
16,fc.3.bias,0.5156682729721069,0.0
17,lstm.weight_ih_l0,0.04714280739426613,0.0135117769241333
17,lstm.weight_hh_l0,-0.0019231969490647316,0.004670888185501099
17,lstm.bias_ih_l0,-0.028456807136535645,0.006316482089459896
17,lstm.bias_hh_l0,-0.02263927273452282,0.006061620078980923
17,lstm.weight_ih_l1,0.010115806944668293,0.014651451259851456
17,lstm.weight_hh_l1,0.0005424300907179713,0.005225071217864752
17,lstm.bias_ih_l1,0.009999028407037258,0.007061758078634739
17,lstm.bias_hh_l1,0.006417031399905682,0.007229724898934364
17,fc.0.weight,0.04697991535067558,0.06501699984073639
17,fc.0.bias,0.1716741919517517,0.029474137350916862
17,fc.3.weight,0.21494713425636292,0.05377883464097977
17,fc.3.bias,0.5514229536056519,0.0
18,lstm.weight_ih_l0,0.047762125730514526,0.013525214977562428
18,lstm.weight_hh_l0,-0.0019186018034815788,0.004676570184528828
18,lstm.bias_ih_l0,-0.029039427638053894,0.006258861161768436
18,lstm.bias_hh_l0,-0.023225082084536552,0.006034549325704575
18,lstm.weight_ih_l1,0.009598982520401478,0.014426561072468758
18,lstm.weight_hh_l1,0.00032750205718912184,0.005222805310040712
18,lstm.bias_ih_l1,0.009770826436579227,0.0071408916264772415
18,lstm.bias_hh_l1,0.006182052660733461,0.007316747680306435
18,fc.0.weight,0.046953704208135605,0.0648336410522461
18,fc.0.bias,0.1722375452518463,0.02942492812871933
18,fc.3.weight,0.2148565649986267,0.05359600856900215
18,fc.3.bias,0.585300862789154,0.0
19,lstm.weight_ih_l0,0.04826608672738075,0.013841324485838413
19,lstm.weight_hh_l0,-0.0018400026019662619,0.004661169834434986
19,lstm.bias_ih_l0,-0.027595845982432365,0.00627395324409008
19,lstm.bias_hh_l0,-0.02178509533405304,0.00602263119071722
19,lstm.weight_ih_l1,0.009822987951338291,0.014713219366967678
19,lstm.weight_hh_l1,0.0004773081454914063,0.005177702754735947
19,lstm.bias_ih_l1,0.009625549428164959,0.007119046524167061
19,lstm.bias_hh_l1,0.006029908545315266,0.007260951213538647
19,fc.0.weight,0.04718257486820221,0.06499936431646347
19,fc.0.bias,0.1726917177438736,0.02912423387169838
19,fc.3.weight,0.21546077728271484,0.05382460728287697
19,fc.3.bias,0.6191957592964172,0.0
20,lstm.weight_ih_l0,0.048369262367486954,0.013890759088099003
20,lstm.weight_hh_l0,-0.0017841578228399158,0.004671079572290182
20,lstm.bias_ih_l0,-0.02808159776031971,0.006247219629585743
20,lstm.bias_hh_l0,-0.022274866700172424,0.0061318641528487206
20,lstm.weight_ih_l1,0.00969722867012024,0.01466736476868391
20,lstm.weight_hh_l1,0.0003963464987464249,0.005180721636861563
20,lstm.bias_ih_l1,0.00964399054646492,0.007160607259720564
20,lstm.bias_hh_l1,0.006041794084012508,0.007310787681490183
20,fc.0.weight,0.04723834991455078,0.06501659750938416
20,fc.0.bias,0.17333169281482697,0.029128357768058777
20,fc.3.weight,0.21578091382980347,0.05388913303613663
20,fc.3.bias,0.6544682383537292,0.0
21,lstm.weight_ih_l0,0.049074139446020126,0.013917320407927036
21,lstm.weight_hh_l0,-0.0017601709114387631,0.004624636378139257
21,lstm.bias_ih_l0,-0.028272991999983788,0.006321837659925222
21,lstm.bias_hh_l0,-0.022469911724328995,0.006186631973832846
21,lstm.weight_ih_l1,0.009640170261263847,0.01471624244004488
21,lstm.weight_hh_l1,0.0004631565825548023,0.005177765153348446
21,lstm.bias_ih_l1,0.009422891773283482,0.007199174724519253
21,lstm.bias_hh_l1,0.005814647767692804,0.0073589785024523735
21,fc.0.weight,0.04724721238017082,0.06482671946287155
21,fc.0.bias,0.1736598163843155,0.029079334810376167
21,fc.3.weight,0.2157827615737915,0.053693078458309174
21,fc.3.bias,0.693037211894989,0.0
22,lstm.weight_ih_l0,0.04916045442223549,0.014066309668123722
22,lstm.weight_hh_l0,-0.00174432760104537,0.004634431097656488
22,lstm.bias_ih_l0,-0.028704822063446045,0.0062867216765880585
22,lstm.bias_hh_l0,-0.022904710844159126,0.006060699466615915
22,lstm.weight_ih_l1,0.009343026205897331,0.01459389366209507
22,lstm.weight_hh_l1,0.0003156894235871732,0.005171238444745541
22,lstm.bias_ih_l1,0.008899468928575516,0.007235477678477764
22,lstm.bias_hh_l1,0.005285800900310278,0.0073970602825284
22,fc.0.weight,0.04726879298686981,0.06467606127262115
22,fc.0.bias,0.17411309480667114,0.029036620631814003
22,fc.3.weight,0.21579568088054657,0.05352964252233505
22,fc.3.bias,0.7355417013168335,0.0
23,lstm.weight_ih_l0,0.049586158245801926,0.014120162464678288
23,lstm.weight_hh_l0,-0.0017084719147533178,0.004609769210219383
23,lstm.bias_ih_l0,-0.028045501559972763,0.00623500719666481
23,lstm.bias_hh_l0,-0.022247014567255974,0.006013111211359501
23,lstm.weight_ih_l1,0.009238488972187042,0.014644308015704155
23,lstm.weight_hh_l1,0.00036244362127035856,0.005158900748938322
23,lstm.bias_ih_l1,0.009028800763189793,0.007215550635010004
23,lstm.bias_hh_l1,0.0054123555310070515,0.007380599621683359
23,fc.0.weight,0.04726381227374077,0.06455974280834198
23,fc.0.bias,0.17420120537281036,0.02895304188132286
23,fc.3.weight,0.21579737961292267,0.053472358733415604
23,fc.3.bias,0.758171796798706,0.0
24,lstm.weight_ih_l0,0.049101389944553375,0.01408199593424797
24,lstm.weight_hh_l0,-0.0017353512812405825,0.004582440946251154
24,lstm.bias_ih_l0,-0.027948984876275063,0.006268832366913557
24,lstm.bias_hh_l0,-0.022152375429868698,0.006023203022778034
24,lstm.weight_ih_l1,0.009197946637868881,0.014606690034270287
24,lstm.weight_hh_l1,0.00036762788658961654,0.005134047474712133
24,lstm.bias_ih_l1,0.00895683467388153,0.007190336473286152
24,lstm.bias_hh_l1,0.005337378941476345,0.007365800440311432
24,fc.0.weight,0.04717462509870529,0.06426859647035599
24,fc.0.bias,0.174097940325737,0.028827134519815445
24,fc.3.weight,0.21547240018844604,0.053224701434373856
24,fc.3.bias,0.783027172088623,0.0
25,lstm.weight_ih_l0,0.04970817640423775,0.014168929308652878
25,lstm.weight_hh_l0,-0.00170090701431036,0.00460051279515028
25,lstm.bias_ih_l0,-0.02779744565486908,0.006272410042583942
25,lstm.bias_hh_l0,-0.0220029279589653,0.006018618121743202
25,lstm.weight_ih_l1,0.009178063832223415,0.014662135392427444
25,lstm.weight_hh_l1,0.00046678000944666564,0.005149150267243385
25,lstm.bias_ih_l1,0.009245725348591805,0.007192031480371952
25,lstm.bias_hh_l1,0.005623312201350927,0.007361351978033781
25,fc.0.weight,0.04734824597835541,0.06455323100090027
25,fc.0.bias,0.17471614480018616,0.02889757603406906
25,fc.3.weight,0.2160973697900772,0.05338619649410248
25,fc.3.bias,0.8090136647224426,0.0
26,lstm.weight_ih_l0,0.04964533820748329,0.014240320771932602
26,lstm.weight_hh_l0,-0.0016983788227662444,0.0045911045745015144
26,lstm.bias_ih_l0,-0.02748654969036579,0.006274777464568615
26,lstm.bias_hh_l0,-0.021694205701351166,0.006095475051552057
26,lstm.weight_ih_l1,0.009173317812383175,0.014695017598569393
26,lstm.weight_hh_l1,0.0004475469468161464,0.005129724275320768
26,lstm.bias_ih_l1,0.008870789781212807,0.007157411426305771
26,lstm.bias_hh_l1,0.005245508626103401,0.007330508902668953
26,fc.0.weight,0.047353073954582214,0.06444093585014343
26,fc.0.bias,0.17458036541938782,0.028735043480992317
26,fc.3.weight,0.21609459817409515,0.053288646042346954
26,fc.3.bias,0.834141194820404,0.0
1,lstm.weight_ih_l0,0.0029047694988548756,0.007440556306391954
1,lstm.weight_hh_l0,0.0005434051272459328,0.00561519805341959
1,lstm.bias_ih_l0,0.006667559966444969,0.00553235225379467
1,lstm.bias_hh_l0,0.01262167189270258,0.004958180710673332
1,lstm.weight_ih_l1,0.001130419783294201,0.005916059948503971
1,lstm.weight_hh_l1,0.0018847417086362839,0.005625429097563028
1,lstm.bias_ih_l1,0.015401700511574745,0.005269316025078297
1,lstm.bias_hh_l1,0.011757975444197655,0.005137759726494551
1,fc.0.weight,-0.000280390668194741,0.0053952159360051155
1,fc.0.bias,0.019653886556625366,0.004011033568531275
1,fc.3.weight,-0.014392823912203312,0.011364750564098358
1,fc.3.bias,0.045400600880384445,0.0
2,lstm.weight_ih_l0,0.0033284183591604233,0.007991285994648933
2,lstm.weight_hh_l0,0.0003414035600144416,0.005324263125658035
2,lstm.bias_ih_l0,0.004477181471884251,0.005442475900053978
2,lstm.bias_hh_l0,0.010394257493317127,0.004888457711786032
2,lstm.weight_ih_l1,0.0007896890747360885,0.005847923457622528
2,lstm.weight_hh_l1,0.001528814435005188,0.0054678237065672874
2,lstm.bias_ih_l1,0.01407184824347496,0.005215860903263092
2,lstm.bias_hh_l1,0.010441189631819725,0.005131367594003677
2,fc.0.weight,-0.00032634922536090016,0.0054883770644664764
2,fc.0.bias,0.021292628720402718,0.0039761848747730255
2,fc.3.weight,-0.015890123322606087,0.011201051995158195
2,fc.3.bias,0.05419668182730675,0.0
3,lstm.weight_ih_l0,0.0028884022030979395,0.008378863334655762
3,lstm.weight_hh_l0,0.0001953713217517361,0.005061151459813118
3,lstm.bias_ih_l0,0.0032066728454083204,0.005384853575378656
3,lstm.bias_hh_l0,0.009081312455236912,0.00483250617980957
3,lstm.weight_ih_l1,0.0006697549833916128,0.005714052356779575
3,lstm.weight_hh_l1,0.0014167613117024302,0.005296541377902031
3,lstm.bias_ih_l1,0.013669842854142189,0.005176987498998642
3,lstm.bias_hh_l1,0.010056320577859879,0.005105047486722469
3,fc.0.weight,-0.00021684449166059494,0.005567117594182491
3,fc.0.bias,0.022131703794002533,0.003969269338995218
3,fc.3.weight,-0.015237892046570778,0.011225100606679916
3,fc.3.bias,0.06257545202970505,0.0
4,lstm.weight_ih_l0,0.0033853217028081417,0.008796927519142628
4,lstm.weight_hh_l0,0.00015911852824501693,0.004842665977776051
4,lstm.bias_ih_l0,0.002247138414531946,0.005334319546818733
4,lstm.bias_hh_l0,0.008074496872723103,0.004782836884260178
4,lstm.weight_ih_l1,0.00043785423622466624,0.0056204525753855705
4,lstm.weight_hh_l1,0.0012316354550421238,0.005131131038069725
4,lstm.bias_ih_l1,0.01261464599519968,0.0051481337286531925
4,lstm.bias_hh_l1,0.009021846577525139,0.00506166648119688
4,fc.0.weight,-0.0003537415759637952,0.005613853223621845
4,fc.0.bias,0.021771499887108803,0.003973633982241154
4,fc.3.weight,-0.015198839828372002,0.011250413954257965
4,fc.3.bias,0.07105731964111328,0.0
5,lstm.weight_ih_l0,0.005001606419682503,0.009265693835914135
5,lstm.weight_hh_l0,0.0002210683305747807,0.004666830878704786
5,lstm.bias_ih_l0,0.0014419169165194035,0.005293000489473343
5,lstm.bias_hh_l0,0.007217854261398315,0.004740084987133741
5,lstm.weight_ih_l1,0.00036111060762777925,0.00558831449598074
5,lstm.weight_hh_l1,0.000977180665358901,0.004976919386535883
5,lstm.bias_ih_l1,0.01182690728455782,0.005129266995936632
5,lstm.bias_hh_l1,0.00825752504169941,0.0050287190824747086
5,fc.0.weight,-0.00048160302685573697,0.005678297020494938
5,fc.0.bias,0.02196381986141205,0.003926355391740799
5,fc.3.weight,-0.015056826174259186,0.011298720724880695
5,fc.3.bias,0.07889103889465332,0.0
6,lstm.weight_ih_l0,0.005774891935288906,0.009688608348369598
6,lstm.weight_hh_l0,0.0002483645221218467,0.00448113027960062
6,lstm.bias_ih_l0,0.0007315437542274594,0.0052436720579862595
6,lstm.bias_hh_l0,0.006453199312090874,0.004704936407506466
6,lstm.weight_ih_l1,0.000556190381757915,0.005562709644436836
6,lstm.weight_hh_l1,0.0007771452073939145,0.00483610387891531
6,lstm.bias_ih_l1,0.010950878262519836,0.0051065366715192795
6,lstm.bias_hh_l1,0.007407515309751034,0.005003803409636021
6,fc.0.weight,-0.0006900668959133327,0.0057156747207045555
6,fc.0.bias,0.02230403758585453,0.00398645456880331
6,fc.3.weight,-0.015526801347732544,0.011267784982919693
6,fc.3.bias,0.08562877774238586,0.0
7,lstm.weight_ih_l0,0.007645898498594761,0.010201144963502884
7,lstm.weight_hh_l0,0.0004006320668850094,0.004347161389887333
7,lstm.bias_ih_l0,0.0010516506154090166,0.005199904087930918
7,lstm.bias_hh_l0,0.006716073490679264,0.004660063423216343
7,lstm.weight_ih_l1,0.0008130258647724986,0.0055276332423090935
7,lstm.weight_hh_l1,0.0007058289484120905,0.004680069163441658
7,lstm.bias_ih_l1,0.011178813874721527,0.005092600826174021
7,lstm.bias_hh_l1,0.007664025295525789,0.004980895668268204
7,fc.0.weight,-0.0008344755624420941,0.005832296796143055
7,fc.0.bias,0.023549450561404228,0.003941980190575123
7,fc.3.weight,-0.014948959462344646,0.011461496353149414
7,fc.3.bias,0.09311743080615997,0.0
8,lstm.weight_ih_l0,0.008395538665354252,0.010532626882195473
8,lstm.weight_hh_l0,0.0004217309760861099,0.004171635489910841
8,lstm.bias_ih_l0,3.3499207347631454e-05,0.005178235471248627
8,lstm.bias_hh_l0,0.005639183335006237,0.004657442681491375
8,lstm.weight_ih_l1,0.000612858624663204,0.0054760463535785675
8,lstm.weight_hh_l1,0.0005254122661426663,0.004524430260062218
8,lstm.bias_ih_l1,0.010152112692594528,0.005076026543974876
8,lstm.bias_hh_l1,0.006667676847428083,0.004955607932060957
8,fc.0.weight,-0.0010146592976525426,0.005874187685549259
8,fc.0.bias,0.02445363625884056,0.00392550602555275
8,fc.3.weight,-0.01506054401397705,0.011448509991168976
8,fc.3.bias,0.09667912125587463,0.0
9,lstm.weight_ih_l0,0.009318995289504528,0.011110762134194374
9,lstm.weight_hh_l0,0.0005150887882336974,0.004045078530907631
9,lstm.bias_ih_l0,2.714991569519043e-05,0.005145781207829714
9,lstm.bias_hh_l0,0.005573052912950516,0.004636076744645834
9,lstm.weight_ih_l1,0.00038913561729714274,0.005511204246431589
9,lstm.weight_hh_l1,0.000586868089158088,0.0043948618695139885
9,lstm.bias_ih_l1,0.010002611204981804,0.005038476083427668
9,lstm.bias_hh_l1,0.006550803314894438,0.004907945170998573
9,fc.0.weight,-0.0010516286129131913,0.005981968715786934
9,fc.0.bias,0.024325663223862648,0.003967051859945059
9,fc.3.weight,-0.014596531167626381,0.01161881908774376
9,fc.3.bias,0.1027015745639801,0.0
10,lstm.weight_ih_l0,0.009207876399159431,0.011359809897840023
10,lstm.weight_hh_l0,0.0005264368373900652,0.0038898102939128876
10,lstm.bias_ih_l0,-0.0007215130608528852,0.005110889207571745
10,lstm.bias_hh_l0,0.004764746408909559,0.004614522214978933
10,lstm.weight_ih_l1,0.000580427935346961,0.0054298220202326775
10,lstm.weight_hh_l1,0.0002921923587564379,0.00423880759626627
10,lstm.bias_ih_l1,0.008263856172561646,0.005012474022805691
10,lstm.bias_hh_l1,0.00484616169705987,0.004877092316746712
10,fc.0.weight,-0.0014536273665726185,0.006031481549143791
10,fc.0.bias,0.02528015710413456,0.0038387328386306763
10,fc.3.weight,-0.015312813222408295,0.011605591513216496
10,fc.3.bias,0.10369141399860382,0.0
11,lstm.weight_ih_l0,0.01000596396625042,0.01192216482013464
11,lstm.weight_hh_l0,0.0005581824807450175,0.0038140190299600363
11,lstm.bias_ih_l0,-0.001150897704064846,0.005062069743871689
11,lstm.bias_hh_l0,0.004274993669241667,0.004628472961485386
11,lstm.weight_ih_l1,0.0004538011853583157,0.005453180521726608
11,lstm.weight_hh_l1,0.0001669142220634967,0.004126382060348988
11,lstm.bias_ih_l1,0.007674533873796463,0.004963432438671589
11,lstm.bias_hh_l1,0.00429349672049284,0.004808940924704075
11,fc.0.weight,-0.001391457743011415,0.006099718622863293
11,fc.0.bias,0.02574916183948517,0.0038896347396075726
11,fc.3.weight,-0.015137591399252415,0.011772715486586094
11,fc.3.bias,0.11018534004688263,0.0
